customerID,Customer_Segment,expected_lifetime_months,CLV,churn_probability,clv_percentile,retention_opportunity_score,intervention_roi_score,portfolio_bucket,lifetime_stage
ID-000062,High Value Loyalists,101.0,2545.94,0.21428571428571427,0.2774385915093,0.2678243664944409,0.05945112675199286,HARVEST,Established
ID-000063,High Value Loyalists,79.0,4292.36,0.21428571428571427,0.5770268351554735,0.45154190505906594,0.12364860753331575,HARVEST,Established
ID-000064,Stable Value Seekers,84.0,3578.48,0.07004310344827586,0.4607411614368877,0.44555229619152437,0.032271740833402694,HARVEST,Established
ID-000065,At-Risk New Customers,84.0,5238.85,0.11290322580645161,0.7414454067868806,0.6222203863650471,0.08371157818561556,GROW,Established
ID-000066,High Value Loyalists,69.0,4156.9,0.21428571428571427,0.5551611529177907,0.4372919664566885,0.11896310419666942,HARVEST,Established
ID-000067,Low Engagement Churn Risk,55.0,1523.62,0.35386168601716306,0.09427800653130768,0.13180729013873577,0.033361374345505644,HARVEST,Mature
ID-000068,Low Engagement Churn Risk,73.0,5491.8,0.35386168601716306,0.7816271475223626,0.47509173939952826,0.27658790025904906,RETAIN,Established
ID-000069,High Value Loyalists,108.0,5653.23,0.21428571428571427,0.8081783330966917,0.5947008740965491,0.1731810713778625,GROW,Established
ID-000070,High Value Loyalists,72.0,3465.44,0.21428571428571427,0.44001135879596764,0.3645526888396802,0.09428814831342164,HARVEST,Established
ID-000071,Stable Value Seekers,96.0,5474.12,0.07004310344827586,0.7789294334800512,0.6815761819621592,0.05455863488815013,GROW,Established
ID-000072,At-Risk New Customers,82.0,3212.2,0.11290322580645161,0.3942922050262672,0.3815143256786898,0.04451686185780436,HARVEST,Established
ID-000073,High Value Loyalists,91.0,5601.51,0.21428571428571427,0.8007951157177339,0.5892601032083535,0.1715989533680858,GROW,Established
ID-000074,High Value Loyalists,89.0,4533.34,0.21428571428571427,0.6200482748828624,0.47689219447587483,0.13286748747489907,HARVEST,Established
ID-000075,High Value Loyalists,76.0,3616.33,0.21428571428571427,0.46784040891665485,0.3804258117963666,0.10025151619642603,HARVEST,Established
ID-000076,At-Risk New Customers,78.0,5232.96,0.11290322580645161,0.7400255572909271,0.6215208286232353,0.08355127259736274,GROW,Established
ID-000077,Stable Value Seekers,101.0,1958.9,0.07004310344827586,0.17023995456481614,0.24390031326417283,0.011924134748613199,HARVEST,Established
ID-000078,Low Engagement Churn Risk,65.0,1772.19,0.35386168601716306,0.13957120545222207,0.15331090528541644,0.04938890208077116,HARVEST,Established
ID-000079,High Value Loyalists,77.0,3163.11,0.21428571428571427,0.3860570779497373,0.3327485847672102,0.08272651670351513,HARVEST,Established
ID-000080,Low Engagement Churn Risk,73.0,5920.36,0.35386168601716306,0.8523356524208434,0.5121661623277233,0.3016089310181783,RETAIN,Established
ID-000081,Low Engagement Churn Risk,78.0,6082.09,0.35386168601716306,0.8787448530455771,0.5261573104054184,0.3109541352776121,RETAIN,Established
ID-000082,High Value Loyalists,90.0,1878.95,0.21428571428571427,0.15703535425244924,0.19765925097399378,0.03365043305409626,HARVEST,Established
ID-000083,Low Engagement Churn Risk,70.0,4798.12,0.35386168601716306,0.667897202896493,0.4150819725131404,0.23634323030310025,RETAIN,Established
ID-000084,Low Engagement Churn Risk,63.0,3497.23,0.35386168601716306,0.44597472667897203,0.3025428973706639,0.15781336870366452,HARVEST,Established
ID-000085,At-Risk New Customers,85.0,5432.08,0.11290322580645161,0.7711202612523073,0.6451703935722238,0.0870619649800992,GROW,Established
ID-000086,Low Engagement Churn Risk,63.0,4523.72,0.35386168601716306,0.6189123952860996,0.3913438223089759,0.2190093836928601,RETAIN,Established
ID-000087,Stable Value Seekers,96.0,6613.61,0.07004310344827586,0.9406502910691467,0.8234527289841574,0.06588606564600703,GROW,Established
ID-000088,At-Risk New Customers,85.0,1484.59,0.11290322580645161,0.08717875905154053,0.1763253697650601,0.009842763118722318,HARVEST,Established
ID-000089,Stable Value Seekers,103.0,3484.07,0.07004310344827586,0.4431350276870652,0.43379741918132964,0.031038552585839693,HARVEST,Established
ID-000090,High Value Loyalists,79.0,3396.87,0.21428571428571427,0.42822660797955414,0.35733935435005204,0.09176284456704731,HARVEST,Established
ID-000091,Low Engagement Churn Risk,85.0,4989.73,0.35386168601716306,0.698565952009087,0.43165801828799444,0.24719572557212013,RETAIN,Established
ID-000092,At-Risk New Customers,91.0,5801.06,0.11290322580645161,0.8311798949311373,0.6889943011399104,0.09384289136319292,GROW,Established
ID-000093,Stable Value Seekers,81.0,3906.09,0.07004310344827586,0.5156893369302854,0.48634262833123326,0.03612048157378076,HARVEST,Established
ID-000094,At-Risk New Customers,87.0,1996.62,0.11290322580645161,0.17861706659094137,0.23713938513684876,0.020166443002203056,HARVEST,Established
ID-000095,At-Risk New Customers,91.0,2092.53,0.11290322580645161,0.19636518529035923,0.248530655598166,0.022170262855363138,HARVEST,Established
ID-000096,Stable Value Seekers,110.0,4410.97,0.07004310344827586,0.5981825926451796,0.5492046377042566,0.04189856521760417,HARVEST,Established
ID-000097,At-Risk New Customers,88.0,5489.21,0.11290322580645161,0.7812011926735766,0.6519557473565534,0.08820013465669413,GROW,Established
ID-000098,High Value Loyalists,92.0,2218.13,0.21428571428571427,0.2197927019735908,0.23333985170597668,0.047098436137198024,HARVEST,Established
ID-000099,Low Engagement Churn Risk,63.0,2169.41,0.35386168601716306,0.2113445974726679,0.18767412694758193,0.07478675559229692,HARVEST,Established
ID-000100,High Value Loyalists,84.0,1748.74,0.21428571428571427,0.13559562686355248,0.18396159479936236,0.02905620575647553,HARVEST,Established
ID-000101,At-Risk New Customers,91.0,4684.81,0.11290322580645161,0.6491551895499077,0.5564168258772129,0.07329171494918313,HARVEST,Established
ID-000102,High Value Loyalists,86.0,6671.46,0.21428571428571427,0.9459037342041744,0.7018152619830015,0.20269365732946593,GROW,Established
ID-000103,Low Engagement Churn Risk,63.0,4666.24,0.35386168601716306,0.6458895357092148,0.403673126853792,0.2285555600869054,RETAIN,Established
ID-000104,High Value Loyalists,104.0,2497.63,0.21428571428571427,0.2692034644327701,0.2627423161926481,0.05768645666416502,HARVEST,Established
ID-000105,Stable Value Seekers,110.0,6329.71,0.07004310344827586,0.9104074968053386,0.7881046770490414,0.06376776647882221,GROW,Established
ID-000106,Low Engagement Churn Risk,78.0,6130.13,0.35386168601716306,0.8842822660797955,0.5303132168770222,0.312913613590074,RETAIN,Established
ID-000107,At-Risk New Customers,92.0,1394.2,0.11290322580645161,0.07070850489848077,0.16558971199216405,0.007983218294989764,HARVEST,Established
ID-000108,Low Engagement Churn Risk,73.0,5618.82,0.35386168601716306,0.8030668749112594,0.48608014989126647,0.2841745983406324,RETAIN,Established
ID-000109,High Value Loyalists,104.0,5048.12,0.21428571428571427,0.7076529887831889,0.5310453274578022,0.1516399261678262,GROW,Established
ID-000110,At-Risk New Customers,92.0,1163.93,0.11290322580645161,0.02910691466704529,0.1382404486293498,0.003286264559182533,HARVEST,Established
ID-000111,High Value Loyalists,104.0,3634.26,0.21428571428571427,0.469970183160585,0.38231198778293557,0.10070789639155392,HARVEST,Established
ID-000112,Stable Value Seekers,111.0,5820.33,0.07004310344827586,0.8347295186710209,0.7246823780187162,0.058467046027603824,GROW,Established
ID-000113,Stable Value Seekers,89.0,4162.03,0.07004310344827586,0.5558710776657674,0.5182094138623131,0.038934935396847926,HARVEST,Established
ID-000114,Low Engagement Churn Risk,83.0,3897.94,0.35386168601716306,0.5145534573335226,0.3372080364680063,0.1820807539580007,RETAIN,Established
ID-000115,Low Engagement Churn Risk,80.0,6402.16,0.35386168601716306,0.9190685787306545,0.5538463400550062,0.32522315683502717,RETAIN,Established
ID-000116,At-Risk New Customers,104.0,1925.12,0.11290322580645161,0.16470254153059777,0.228647300495162,0.018595448237325556,HARVEST,Established
ID-000117,At-Risk New Customers,81.0,6184.78,0.11290322580645161,0.8909555587107767,0.7345688846183447,0.10059175662863608,GROW,Established
ID-000118,Low Engagement Churn Risk,73.0,2051.94,0.35386168601716306,0.18883998296180604,0.17751188021112713,0.06682323475831703,HARVEST,Established
ID-000119,Stable Value Seekers,84.0,4169.89,0.07004310344827586,0.5571489422121255,0.5191880531304005,0.039024440995461374,HARVEST,Established
ID-000120,Stable Value Seekers,99.0,3714.44,0.07004310344827586,0.4816839415022008,0.4624805143708071,0.03373863814401191,HARVEST,Established
ID-000121,Low Engagement Churn Risk,58.0,4621.21,0.35386168601716306,0.6372284537838989,0.3997776133563666,0.22549073503408035,RETAIN,Mature
ID-000122,Stable Value Seekers,116.0,4425.92,0.07004310344827586,0.6013062615362772,0.5510660444546265,0.042117356680881485,HARVEST,Established
ID-000123,At-Risk New Customers,90.0,1160.74,0.11290322580645161,0.028113020019877893,0.13786157100687454,0.0031740506474055687,HARVEST,Established
ID-000124,Low Engagement Churn Risk,85.0,5211.19,0.35386168601716306,0.7360499787022575,0.4508163664811951,0.26045988645647783,RETAIN,Established
ID-000125,High Value Loyalists,80.0,4870.78,0.21428571428571427,0.6806758483600739,0.5123897530318047,0.14585911036287297,HARVEST,Established
ID-000126,Low Engagement Churn Risk,58.0,4325.23,0.35386168601716306,0.5841260826352407,0.3741725925931427,0.20669984044790699,RETAIN,Mature
ID-000127,Low Engagement Churn Risk,47.0,1793.35,0.35386168601716306,0.14226891949453357,0.15514144194110197,0.050343519720175686,HARVEST,Mature
ID-000128,At-Risk New Customers,77.0,2193.84,0.11290322580645161,0.21567513843532585,0.26056328629815606,0.024350418855601304,HARVEST,Established
ID-000129,Stable Value Seekers,104.0,6543.86,0.07004310344827586,0.9334090586397842,0.8147682392959773,0.06537886725386419,GROW,Established
ID-000130,High Value Loyalists,96.0,3297.27,0.21428571428571427,0.411188414028113,0.34686176772081245,0.08811180300602421,HARVEST,Established
ID-000131,Low Engagement Churn Risk,55.0,2093.87,0.35386168601716306,0.1966491551895499,0.18113921489793694,0.06958660160922488,HARVEST,Mature
ID-000132,Low Engagement Churn Risk,78.0,5635.66,0.35386168601716306,0.8053386341047849,0.4875369663979652,0.28497848687907834,RETAIN,Established
ID-000133,High Value Loyalists,92.0,2877.75,0.21428571428571427,0.3352264659946046,0.30272966789452127,0.07183424271312955,HARVEST,Established
ID-000134,At-Risk New Customers,89.0,2823.06,0.11290322580645161,0.3234417151781911,0.3352960065532912,0.03651761300398931,HARVEST,Established
ID-000135,At-Risk New Customers,97.0,4781.82,0.11290322580645161,0.6649155189549908,0.5679387437945559,0.07507110697878928,HARVEST,Established
ID-000136,High Value Loyalists,89.0,5260.7,0.21428571428571427,0.7451370154763595,0.5534080319321372,0.15967221760207703,GROW,Established
ID-000137,At-Risk New Customers,77.0,3978.77,0.11290322580645161,0.5277580576458896,0.47256016237488346,0.059585587153568174,HARVEST,Established
ID-000138,High Value Loyalists,76.0,2786.0,0.21428571428571427,0.3169104074968053,0.29307787499057814,0.06790937303502971,HARVEST,Established
ID-000139,At-Risk New Customers,84.0,3502.57,0.11290322580645161,0.44661365895215105,0.41600169095710376,0.050424122784920276,HARVEST,Established
ID-000140,Stable Value Seekers,91.0,2454.09,0.07004310344827586,0.2618202470538123,0.30555583224180605,0.018338702649243317,HARVEST,Established
ID-000141,At-Risk New Customers,80.0,4157.78,0.11290322580645161,0.555303137867386,0.4938212542868884,0.06269551556567261,HARVEST,Established
ID-000142,Stable Value Seekers,101.0,6967.1,0.07004310344827586,0.9683373562402385,0.8674653491974161,0.06782535361596498,GROW,Established
ID-000143,Stable Value Seekers,111.0,5841.06,0.07004310344827586,0.8395570069572625,0.7272634457066871,0.058805178289032395,GROW,Established
ID-000144,High Value Loyalists,104.0,3798.66,0.21428571428571427,0.49737327843248613,0.39960631752035514,0.10657998823553273,HARVEST,Established
ID-000145,Stable Value Seekers,89.0,5421.09,0.07004310344827586,0.7694164418571632,0.6749734796228877,0.05389231543180561,GROW,Established
ID-000146,Low Engagement Churn Risk,57.0,2680.34,0.35386168601716306,0.2991622887973875,0.23187432040171374,0.105862071906597,HARVEST,Mature
ID-000147,Stable Value Seekers,104.0,7474.18,0.07004310344827586,0.9929007525202329,0.9306012779584538,0.06954585012264562,GROW,Established
ID-000148,High Value Loyalists,116.0,4584.77,0.21428571428571427,0.6301292063041317,0.48230245833472823,0.13502768706517107,HARVEST,Established
ID-000149,High Value Loyalists,83.0,5121.74,0.21428571428571427,0.7192957546500071,0.5387899050445957,0.15413480456785864,GROW,Established
ID-000150,Low Engagement Churn Risk,60.0,1256.94,0.35386168601716306,0.04586113871929576,0.10873699168229779,0.016228499869876994,HARVEST,Mature
ID-000151,Stable Value Seekers,103.0,5415.89,0.07004310344827586,0.7685645321595911,0.6743260337966721,0.05383264503272998,GROW,Established
ID-000152,Stable Value Seekers,108.0,1246.69,0.07004310344827586,0.04373136447536561,0.15522389174705783,0.0030630804858822894,HARVEST,Established
ID-000153,At-Risk New Customers,89.0,1459.41,0.11290322580645161,0.08306119551327559,0.17333473072621156,0.00937787691278918,HARVEST,Established
ID-000154,Stable Value Seekers,96.0,3270.81,0.07004310344827586,0.40536703109470396,0.40724466977772683,0.028393164893486804,HARVEST,Established
ID-000155,Low Engagement Churn Risk,73.0,2455.72,0.35386168601716306,0.26238818685219367,0.21244260284027264,0.09284912619050367,HARVEST,Established
ID-000156,Low Engagement Churn Risk,63.0,4391.45,0.35386168601716306,0.5952009087036774,0.3799012380250661,0.21061879707283082,RETAIN,Established
ID-000157,Stable Value Seekers,89.0,4677.87,0.07004310344827586,0.6477353400539543,0.5824360398228986,0.04536939343050326,HARVEST,Established
ID-000158,High Value Loyalists,84.0,4489.39,0.21428571428571427,0.613232997302286,0.4722688015807436,0.13140707085048983,HARVEST,Established
ID-000159,High Value Loyalists,81.0,1698.23,0.21428571428571427,0.12594065029106916,0.1786481118611807,0.026987282205229102,HARVEST,Established
ID-000160,Low Engagement Churn Risk,55.0,1834.25,0.35386168601716306,0.14979412182308674,0.15867967205535247,0.05300640050377779,HARVEST,Mature
ID-000161,High Value Loyalists,92.0,2426.21,0.21428571428571427,0.2568507738179753,0.25522917124224354,0.05503945153242327,HARVEST,Established
ID-000162,Low Engagement Churn Risk,83.0,1497.57,0.35386168601716306,0.08916654834587534,0.1295537230366276,0.03155262513400233,HARVEST,Established
ID-000163,Stable Value Seekers,101.0,5173.66,0.07004310344827586,0.7286667613232998,0.644166264088172,0.051038081342688016,GROW,Established
ID-000164,Stable Value Seekers,101.0,6831.44,0.07004310344827586,0.9583984097685645,0.8505744836619534,0.06712919896008264,GROW,Established
ID-000165,High Value Loyalists,104.0,7132.48,0.21428571428571427,0.9794121823086753,0.7503130229048092,0.2098740390661447,GROW,Established
ID-000166,Stable Value Seekers,84.0,3049.95,0.07004310344827586,0.3644753656112452,0.3797456533973474,0.025528985737856613,HARVEST,Established
ID-000167,Stable Value Seekers,96.0,1408.98,0.07004310344827586,0.07425812863836434,0.1754304269656206,0.00520126978609233,HARVEST,Established
ID-000168,Low Engagement Churn Risk,75.0,4009.76,0.35386168601716306,0.5308817265369871,0.34688150569479087,0.18785870282808073,RETAIN,Established
ID-000169,Stable Value Seekers,96.0,4160.5,0.07004310344827586,0.5555871077665767,0.5180189153788305,0.038915045263822716,HARVEST,Established
ID-000170,At-Risk New Customers,87.0,3261.67,0.11290322580645161,0.4045151213971319,0.3873898980874205,0.04567106209322457,HARVEST,Established
ID-000171,At-Risk New Customers,77.0,1120.2,0.11290322580645161,0.02214965213687349,0.13304661840024543,0.002500767176743781,HARVEST,Established
ID-000172,Stable Value Seekers,112.0,6627.62,0.07004310344827586,0.9426380803634815,0.8251970974505575,0.0660252965771835,GROW,Established
ID-000173,At-Risk New Customers,77.0,1069.89,0.11290322580645161,0.014056510009938947,0.1270712788432767,0.0015870253237027843,HARVEST,Established
ID-000174,High Value Loyalists,112.0,7665.71,0.21428571428571427,0.9978702257560699,0.8064070341328157,0.21382933409058638,GROW,Established
ID-000175,Low Engagement Churn Risk,78.0,4565.21,0.35386168601716306,0.6258696578162715,0.39493309290653705,0.22147129234185073,RETAIN,Established
ID-000176,Stable Value Seekers,93.0,1935.2,0.07004310344827586,0.16626437597614652,0.2409494544023826,0.011645672886260262,HARVEST,Established
ID-000177,High Value Loyalists,93.0,5838.21,0.21428571428571427,0.8385631123100952,0.6141601509507333,0.17969209549502038,GROW,Established
ID-000178,High Value Loyalists,76.0,3349.99,0.21428571428571427,0.42098537555019167,0.35240773526191194,0.0902111519036125,HARVEST,Established
ID-000179,Stable Value Seekers,76.0,5956.65,0.07004310344827586,0.8581570353542525,0.7416554193705829,0.060107982002183626,GROW,Established
ID-000180,Stable Value Seekers,89.0,1959.98,0.07004310344827586,0.17094987931279285,0.2440347827819253,0.011973860081176221,HARVEST,Established
ID-000181,At-Risk New Customers,96.0,1668.02,0.11290322580645161,0.11969331250887406,0.19811142690946026,0.013513761089711588,HARVEST,Established
ID-000182,At-Risk New Customers,84.0,1505.15,0.11290322580645161,0.09044441289223343,0.17876728948859974,0.010211465971703774,HARVEST,Established
ID-000183,Stable Value Seekers,103.0,6287.88,0.07004310344827586,0.9057219934686923,0.782896473412388,0.06343957928390624,GROW,Established
ID-000184,High Value Loyalists,80.0,1465.52,0.21428571428571427,0.08405509016044299,0.15416779876388803,0.01801180503438064,HARVEST,Established
ID-000185,High Value Loyalists,85.0,4240.3,0.21428571428571427,0.5687917080789436,0.44606536730888313,0.12188393744548792,HARVEST,Established
ID-000186,At-Risk New Customers,79.0,1191.08,0.11290322580645161,0.03365043305409626,0.1414650653848994,0.0037992424415915133,HARVEST,Established
ID-000187,Stable Value Seekers,104.0,7443.23,0.07004310344827586,0.9914809030242794,0.9267477302043438,0.06944639945751957,GROW,Established
ID-000188,Stable Value Seekers,93.0,3522.12,0.07004310344827586,0.4503762601164277,0.43853497950584935,0.03154575097798254,HARVEST,Established
ID-000189,At-Risk New Customers,69.0,2096.08,0.11290322580645161,0.19778503478631265,0.2489522905698861,0.022330568443615945,HARVEST,Established
ID-000190,High Value Loyalists,100.0,5407.25,0.21428571428571427,0.7675706375124237,0.5688246014152202,0.1644794223240908,GROW,Established
ID-000191,Stable Value Seekers,96.0,6349.04,0.07004310344827586,0.9131052108476502,0.7905114323991852,0.0639567227425617,GROW,Established
ID-000192,Stable Value Seekers,96.0,6409.96,0.07004310344827586,0.9203464432770126,0.7980965092709261,0.06446392113470455,GROW,Established
ID-000193,Low Engagement Churn Risk,73.0,2934.88,0.35386168601716306,0.3431776231719438,0.2538943960320637,0.12143741233898667,HARVEST,Established
ID-000194,Stable Value Seekers,84.0,5342.52,0.07004310344827586,0.7590515405367031,0.6651908222063958,0.05316632557638545,GROW,Established
ID-000195,Low Engagement Churn Risk,63.0,3038.02,0.35386168601716306,0.3630555161152918,0.2628169645891247,0.12847143705038847,HARVEST,Established
ID-000196,High Value Loyalists,95.0,5864.22,0.21428571428571427,0.8433906005963367,0.6168963158927667,0.18072655727064357,GROW,Established
ID-000197,Stable Value Seekers,96.0,3747.65,0.07004310344827586,0.48743433196081215,0.46661545204169547,0.0341414133377724,HARVEST,Established
ID-000198,At-Risk New Customers,85.0,3217.47,0.11290322580645161,0.39571205452222064,0.38214024576346867,0.04467716744605717,HARVEST,Established
